Platform,Domain,Linkedin Company Page,Country,,Continent,Total,Max,Min,Months,,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2
Shopify,https://www.youthsportnutrition.co.uk/,https://www.linkedin.com/company/youth-sport-nutrition-ltd,United Kingdom,,EU,"$15.300,00","$1.600,00","$1.100,00",10,,,,,,,,,,,,,,$1.10,$1.10,$1.10,$1.10,$1.50,$1.50,$1.50,$1.60,$1.60,$1.60,$1.60
Shopify,https://capsuljewelry.com/,https://www.linkedin.com/company/capsul-jewelry/,United States,,,"$2.200,00","$200,00","$200,00",10,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://annebeautyusa.com/,no url,United States,,,"$1.100,00","$100,00","$100,00",10,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://masondixonknitting.com/,no url,United States,,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://rednersmarkets.com/,https://www.linkedin.com/company/redner%27s-markets,United States,,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://shiasale.com/,no url,Netherlands,,EU,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://mythemeshop.com/,https://www.linkedin.com/company/mythemeshop,United States,or Singapore,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://scooterwest.com/,no url,United States,,,"$3.300,00","$300,00","$300,00",10,,,,,,,,,,,,,,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300,$300
Shopify,https://www.clearyenterprise.com/,https://www.linkedin.com/search/results/all/?keywords=Cleary%20Enterprise%20LLc,United States,,,"$1.700,00","$300,00","$100,00",10,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$300,$300,$300
ThirtyBees,https://islandersuniformonline.com/,no url,United States,,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://invitations.site/,https://www.linkedin.com/company/thirtybees/,United States,,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://jagoja.com/,no url,Indonesia,,,"$550,00","$50,00","$50,00",10,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://luxurychill.com/,no url,,Couldn't access their website,,"$1.100,00","$100,00","$100,00",10,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://loyalbuild.com/,no url,United States,,,"$4.400,00","$400,00","$400,00",10,,,,,,,,,,,,,,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400,$400
Shopify,https://goshopdrop.com/,no url,United States,,,"$5.500,00","$500,00","$500,00",10,,,,,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Magento,https://kelloggstore.com/,no url,United States,,,"$1.100,00","$100,00","$100,00",10,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://gotitwholesale.com/,no url,United States,,,"$1.100,00","$100,00","$100,00",10,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.buylikesco.online/,no url,,Couldn't find it,,"$13.200,00","$1.200,00","$1.200,00",10,,,,,,,,,,,,,,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20
Shopify,https://parabolicapress.com/,https://www.linkedin.com/company/parabolica-press,United States,,,"$5.500,00","$500,00","$500,00",10,,,,,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
Shopify,https://shsupply.com/,https://www.linkedin.com/company/southaven-supply-co,United States,,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://cityboyzusa.com/,no url,United States,,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://reikopalmer.com/,no url,,Couldn't access their website,,"$1.300,00","$200,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$200,$200,$200
Shopify,https://seauxcouture.com/,no url,United States,,,"$2.000,00","$300,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$300,$300,$300,$300,$300
Shopify,https://www.marthainternational.com/,no url,United States,,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
ThirtyBees,https://jaguarsfullgear.com/,no url,United States,,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://interiortorg.ru/,no url,Russia,,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://iblends.us/,no url,,Couldn't find it,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://vitalityplusaustralia.com/,no url,Australia,,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://innopris.com/,no url,Czech Republic,,EU,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://zestbeauty.com/,https://www.linkedin.com/company/zest-beauty,United Kingdom,,EU,"$2.000,00","$200,00","$200,00",9,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://everymanjack.com/,https://www.linkedin.com/company/every-man-jack,United States,,,"$2.000,00","$200,00","$200,00",9,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://fire-hosting-24.de/,no url,Germany ,,EU,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://lyraesf.com/,no url,United States,,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
ThirtyBees,https://ikzoekaanbiedingen.nl/,no url,Netherlands,,EU,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://jaguarsapparelstore.com/,no url,United States,,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://jollyfrog.club/,no url,,Couldn't find it,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
ThirtyBees,https://sabressportingshop.com/,no url,United States,,,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.oakandambercandleco.com,no url,,This site can’t be reached,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.opsocialmedia.com/,no url,United States,,,"$2.000,00","$200,00","$200,00",9,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://oliviahudsonclothing.com/,no url,United States,,,"$2.000,00","$200,00","$200,00",9,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.thepickyvaper.com/,no url,Canada,,,"$21.000,00","$2.100,00","$2.100,00",9,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10
Magento,https://weldingmart.com/,https://www.linkedin.com/company/weldingmart-llc,United States,,,"$1.000,00","$100,00","$100,00",9,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://medco-athletics.com/,https://www.linkedin.com/company/medco-sports-medicine,United States,,,"$33.100,00","$3.400,00","$3.300,00",9,,,,,,,,,,,,,,,$3.40,$3.30,$3.30,$3.30,$3.30,$3.30,$3.30,$3.30,$3.30,$3.30
ThirtyBees,https://jv74.se/,https://www.linkedin.com/search/results/all/?keywords=JV74%20Materialhantering&origin=GLOBAL_SEARCH_HEADER,Sweden,,EU,"$500,00","$50,00","$50,00",9,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.jteesports.com/,https://www.linkedin.com/in/jtee-sports-abb327152/,India,,,"$650,00","$200,00","$50,00",9,,,,,,,,,,,,,,,$200,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://thejewelrybx.myshopify.com/,https://www.linkedin.com/in/the-jewelry-bx-b98a80156/,United States,,,"$2.500,00","$300,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$300,$300,$300,$300,$300,$300,$300
WooCommerce,https://slow-watches.com/,https://www.linkedin.com/company/slow-watches-com,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://emdr.com/,https://www.linkedin.com/company/emdr-institute-inc/,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://lebos.com/,https://www.linkedin.com/company/lebo%27s-inc.,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://titles.cognella.com/,https://www.linkedin.com/company/cognella,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://blazingglass.com/,https://www.linkedin.com/company/blazingglass.com,United States,,,"$18.700,00","$2.400,00","$1.200,00",8,,,,,,,,,,,,,,,,$1.20,$1.20,$2.40,$2.40,$2.30,$2.30,$2.30,$2.30,$2.30
Shopify,https://www.goldbunnygemmine.international/,https://www.linkedin.com/in/angelica-a-zold-1a2a57148/,United States,Couldn't access their website,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.shirtyourface.com/,no url,United Kingdom,,EU,"$12.700,00","$1.500,00","$1.300,00",8,,,,,,,,,,,,,,,,$1.30,$1.30,$1.30,$1.30,$1.50,$1.50,$1.50,$1.50,$1.50
Shopify,https://www.easterndrift.com/,no url,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.alcotester.com/,no url,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://loumashop-online.com/,https://www.linkedin.com/search/results/all/?keywords=Loumashop&origin=GLOBAL_SEARCH_HEADER,Senegal,,,"$6.300,00","$700,00","$700,00",8,,,,,,,,,,,,,,,,$700,$700,$700,$700,$700,$700,$700,$700,$700
Shopify,https://lifeatsea.me/,no url,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://sweetwaterboutique.net/,no url,United States,,,"$4.500,00","$500,00","$500,00",8,,,,,,,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500
Shopify,https://keenelandshop.com/,https://www.linkedin.com/in/keeneland-shop-3b816a14b/,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://walcks4wd.com/,https://www.linkedin.com/company/walck%27s-4-wheel-drive/,United States,,,"$5.400,00","$600,00","$600,00",8,,,,,,,,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600
PrestaShop,https://asperias.de/,no url,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://demo.fancysoftware.de/,no url,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://anad.org/,no url,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.framega.com/,no url,Italy,,,"$10.900,00","$1.300,00","$1.100,00",8,,,,,,,,,,,,,,,,$1.10,$1.10,$1.10,$1.10,$1.30,$1.30,$1.30,$1.30,$1.30
Shopify,https://store.ihopkc.org/,https://www.linkedin.com/search/results/all/?keywords=Forerunner%20Bookstore&origin=GLOBAL_SEARCH_HEADER,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://mastersupplementsusa.com/,https://www.linkedin.com/in/sergio-enrriquez-06b17544/,Mexico,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://watchstraps.club/,no url,United States,,,"$900,00","$100,00","$100,00",8,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100
WooCommerce,https://servicedogcertifications.org/,no url,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://ontheregimen.com/,https://www.linkedin.com/company/on-the-regimen/,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://cablemod.com/,https://www.linkedin.com/search/results/all/?keywords=CableMod,United States,,,"$1.700,00","$300,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$300,$300,$300,$300,$300
WooCommerce,https://cowboysindians.com/,https://www.linkedin.com/company/cowboys-&-indians-magazine,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://keyzdiscreettreasures.com/,no url,United States,,,"$900,00","$100,00","$100,00",8,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.canadianproshoponline.com/,https://www.linkedin.com/search/results/all/?keywords=Canadian%20Pro%20Shop%20Online,Canada,,,"$19.400,00","$2.200,00","$2.100,00",8,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.20,$2.20,$2.20,$2.20,$2.20
Shopify,https://kangenwaternashville.com/,https://www.linkedin.com/in/water-store-a78316157/,United States,,,"$900,00","$100,00","$100,00",8,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.staremore.com/,https://www.linkedin.com/in/staremore-jewels-8a204a139/,United States,,,"$900,00","$100,00","$100,00",8,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.forestwilla.com/,no url,China,,,"$15.300,00","$1.700,00","$1.700,00",8,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70
Magento,https://winemadeeasy.com/,https://www.linkedin.com/company/winemadeeasy-com,United States,,,"$3.600,00","$400,00","$400,00",8,,,,,,,,,,,,,,,,$400,$400,$400,$400,$400,$400,$400,$400,$400
Magento,https://cherryrepublic.com/,https://www.linkedin.com/company/cherry-republic,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Magento,https://bestvacuum.com/,https://www.linkedin.com/company/best-vacuum-inc,United States,,,"$2.700,00","$300,00","$300,00",8,,,,,,,,,,,,,,,,$300,$300,$300,$300,$300,$300,$300,$300,$300
Magento,https://buybigjoe.com/,no url,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
Shopify,https://www.mikaela-beauty.com/,no url,Canada,,,"$18.900,00","$2.100,00","$2.100,00",8,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10,$2.10
Magento,https://drakes.com/,https://www.linkedin.com/company/drakes,United Kingdom,,EU,"$900,00","$100,00","$100,00",8,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://getsom.com/,https://www.linkedin.com/company/somfriends,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
WooCommerce,https://getthatprosound.com/,no url,,Couldn't find it,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://muny.org/,https://www.linkedin.com/company/the-muny,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://tourspecgolf.com/,https://www.linkedin.com/company/golf-to-impress-inc,United States,,,"$10.800,00","$1.200,00","$1.200,00",8,,,,,,,,,,,,,,,,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20
Magento,https://clydearmory.com/,https://www.linkedin.com/company/clyde-armory-inc-,United States,,,"$5.400,00","$600,00","$600,00",8,,,,,,,,,,,,,,,,$600,$600,$600,$600,$600,$600,$600,$600,$600
Magento,https://womanizer.com/,no url,,Couldn't access their website,,"$16.200,00","$1.800,00","$1.800,00",8,,,,,,,,,,,,,,,,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80,$1.80
Shopify,https://www.jewelrypersonalizer.com/,no url,China,,,"$15.300,00","$1.700,00","$1.700,00",8,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70,$1.70
Shopify,https://sanfedericobeachwear.com/?ls=en-US,no url,,Couldn't access their website,,"$9.900,00","$1.100,00","$1.100,00",8,,,,,,,,,,,,,,,,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10
Shopify,https://c-60.com/,https://www.linkedin.com/in/bob-greska-64a82b50/,United States,,,"$4.500,00","$500,00","$500,00",8,,,,,,,,,,,,,,,,$500,$500,$500,$500,$500,$500,$500,$500,$500
Shopify,https://brandingirons.com/,https://www.linkedin.com/company/branding-irons-unlimited/,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
WooCommerce,https://add.org/,https://www.linkedin.com/company/attention-deficit-disorder-assoc/,United States,,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
WooCommerce,https://futureflyingsaucers.com/,no url,,Couldn't find name of country,,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.infinitystamps.com/,https://www.linkedin.com/company/infinity-stamps-inc,United States,,,"$1.800,00","$200,00","$200,00",8,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200,$200,$200,$200,$200
PrestaShop,https://fahrerclub.de/,no url,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://laptops-fair.de/,no url,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://shop.medicalhemp.de/,https://nz.linkedin.com/company/barber-shop-company,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
PrestaShop,https://trampolin-technik.de/,no url,Germany,,EU,"$450,00","$50,00","$50,00",8,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50,$50
Magento,https://coopsandcages.com.au/,https://au.linkedin.com/company/coops-and-cages,Australia,,,"$4.200,00","$600,00","$400,00",7,,,,,,,,,,,,,,,,,$400,$400,$400,$600,$600,$600,$600,$600
Magento,https://magnanni.com/,https://www.linkedin.com/company/magnanni-inc-,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://electricviolinshop.com/,https://www.linkedin.com/company/electric-violin-shop,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://gulahmedshop.com/,no url,Pakistan,,,"$1.900,00","$300,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$200,$300,$300,$300,$300,$300
Magento,https://xchair.com/,https://www.linkedin.com/company/x-chair,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://crowdcontrolstore.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://sparknaturals.com/,no url,United States,,,"$1.300,00","$200,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$200,$200,$200,$200,$200
Magento,https://radianweapons.com/,no url,United States,,,"$2.100,00","$300,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$200,$300,$300,$300,$300,$300,$300
Magento,https://kobelli.com/,https://www.linkedin.com/company/kobelli/,United States,,,"$2.700,00","$400,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$200,$400,$400,$400,$400,$400,$400
Magento,https://unjury.com/,https://www.linkedin.com/company/unjury/,United States,,,"$750,00","$100,00","$50,00",7,,,,,,,,,,,,,,,,,$100,$50,$100,$100,$100,$100,$100,$100
Magento,https://seabags.com/,https://www.linkedin.com/company/sea-bags-inc-,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Magento,https://mnhomeoutlet.com/,https://www.linkedin.com/company/shopjimmy,United States,,,"$3.400,00","$500,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$400,$400,$500,$500,$500,$500,$500
Shopify,https://www.whitesiderouterbits.com/,https://www.linkedin.com/company/whiteside-machine-co,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://inqlusiav.com,no url,United States,,,"$1.300,00","$200,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$200,$200,$200,$200,$200
Shopify,https://animeigniteshop.com/,no url,,Couldn't find name of country,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://texassyrup.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://hatchednation.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://marvelhairs.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://iezxfer.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://craveeyewear.com/,no url,United States,,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://highdiveapparel.com/,no url,United Kingdom,,EU,"$11.200,00","$1.400,00","$1.400,00",7,,,,,,,,,,,,,,,,,$1.40,$1.40,$1.40,$1.40,$1.40,$1.40,$1.40,$1.40
Shopify,https://symbolicclothing.com/,no url,,Couldn't find name of country,,"$800,00","$100,00","$100,00",7,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100,$100,$100,$100
Shopify,https://www.yobabyonline.com/,no url,India,,,"$400,00","$50,00","$50,00",7,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://www.peacockride.com/,https://www.linkedin.com/company/peacock-ride,India,,,"$400,00","$50,00","$50,00",7,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50,$50,$50,$50
Shopify,https://platinum.hr/,no url,Croatia,,EU,"$9.600,00","$1.200,00","$1.200,00",7,,,,,,,,,,,,,,,,,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20
